"","x"
"novel",647
"longer",646
"became",645
"response",645
"tried",644
"crime",644
"began",643
"1996",643
"thursday",643
"effect",643
"technology",641
"society",640
"offer",640
"moment",639
"character",638
"room",638
"french",634
"sometimes",629
"open",628
"king",628
"interesting",627
"within",627
"rest",626
"please",626
"agree",625
"certainly",624
"iraq",624
"heart",623
"reagan",622
"workers",621
"fall",620
"central",620
"cause",620
"earlier",619
"research",619
"looking",618
"middle",618
"taxes",618
"newspaper",617
"chief",615
"crisis",615
"picture",614
"spent",614
"russia",614
"send",613
"nor",612
"rules",611
"version",611
"sen",610
"won",610
"across",609
"value",608
"certain",607
"language",607
"class",606
"jewish",606
"pages",605
"college",605
"knows",604
"experience",604
"labor",604
"7",604
"coming",604
"yorker",604
"gives",602
"series",602
"works",600
"hillary",600
"living",600
"marriage",599
"15",599
"strong",599
"center",598
"leave",597
"further",597
"paul",596
"editors",596
"welfare",596
"israel",595
"easy",592
"mention",592
"writer",591
"higher",590
"wednesday",590
"letter",590
"weekly",590
"talking",589
"main",589
"hear",587
"gates",587
"nuclear",583
"alone",582
"rich",580
"civil",580
"consider",579
"figure",578
"gop",578
"giving",578
"weapons",577
"rates",576
"groups",576
"exactly",575
"medical",575
"team",575
"credit",575
"meet",574
"12",574
"win",573
"march",573
"interview",572
"car",572
"8",570
"author",569
"paid",568
"relationship",567
"suggests",566
"share",566
"answers",566
"secretary",565
"ones",565
"investigation",565
"growth",565
"none",564
"outside",564
"congressional",563
"jews",563
"behavior",562
"account",561
"understand",560
"seemed",559
"gone",559
"bring",558
"looks",555
"remember",554
"chance",554
"attack",552
"upon",552
"explains",551
"explain",550
"mark",550
"test",550
"various",549
"thinking",548
"available",548
"tells",548
"ad",548
"couple",547
"jobs",547
"style",547
"success",547
"reporters",546
"sound",545
"spend",544
"laws",544
"visit",544
"average",543
"needs",542
"choice",541
"programs",539
"killed",539
"brought",539
"corporate",537
"hours",537
"particular",536
"knew",534
"happened",534
"english",534
"voice",532
"sign",532
"pictures",531
"announced",530
"lawyers",530
"shot",530
"terms",530
"morris",530
"saw",529
"thinks",529
"9",529
"hit",528
"instance",527
"increase",527
"following",525
"body",525
"failed",524
"whatever",523
"reasons",522
"above",522
"kennedy",521
"fight",520
"extra",519
"europe",519
"tobacco",515
"rock",515
"50",514
"100",513
"son",513
"low",513
"ground",513
"america's",513
"hollywood",513
"except",512
"message",512
"continue",512
"meanwhile",511
"entire",511
"ideas",511
"neither",508
"prices",508
"california",508
"costs",507
"performance",505
"hold",505
"details",505
"gay",505
"judge",504
"ads",503
"clearly",503
"rise",503
"effort",502
"huge",502
"product",502
"fear",502
"murder",502
"held",500
"named",500
"majority",499
"fair",499
"troops",499
"career",499
"pundits",498
"water",498
"strategy",497
"quoted",497
"added",497
"watch",496
"eyes",496
"argues",496
"fun",496
"raise",495
"thus",495
"cases",495
"sell",495
"charges",494
"bank",493
"cold",492
"drugs",492
"numbers",491
"attempt",491
"famous",491
"happy",491
"particularly",490
"thomas",490
"leading",489
"11",488
"powerful",488
"let's",487
"sites",487
"difference",485
"affair",485
"cuts",484
"violence",484
"turns",484
"played",484
"sports",483
"per",482
"calling",481
"agreed",481
"light",481
"charge",480
"forces",479
"investors",479
"grand",479
"access",478
"heard",478
"stand",478
"25",476
"republic",476
"supposed",474
"conservatives",474
"started",473
"tom",473
"male",472
"final",472
"felt",471
"deep",471
"politicians",470
"etc",470
"theater",469
"army",469
"edition",469
"actual",469
"president's",469
"cultural",469
"agreement",468
"usually",467
"died",466
"israeli",466
"decided",465
"lines",465
"minutes",465
"meeting",465
"bombing",464
"lawyer",464
"plans",462
"opinion",462
"1999",462
"allow",461
"received",461
"beyond",461
"prudence",461
"fund",460
"software",459
"community",459
"event",458
"markets",458
"18",458
"doubt",457
"provide",457
"describes",456
"nations",456
"original",455
"quotes",455
"scene",454
"imagine",454
"income",454
"risk",454
"chicago",454
"de",454
"supreme",453
"check",452
"level",452
"term",452
"hands",452
"trouble",451
"characters",451
"image",450
"wonder",450
"gingrich",450
"nice",449
"results",448
"source",448
"texas",448
"benefits",448
"relations",446
"worse",446
"rule",446
"stuff",446
"chairman",445
"present",443
"situation",443
"steve",442
"net",442
"audience",442
"key",442
"described",441
"town",441
"efforts",440
"nature",440
"writers",440
"summer",440
"globe",440
"german",440
"allowed",439
"museum",439
"2000",438
"willing",437
"remains",437
"abortion",437
"expected",437
"meant",436
"potential",436
"merely",434
"june",434
"fine",434
"sent",433
"ran",432
"u.n",432
"reporter",431
"ii",431
"19",430
"gore's",430
"suggest",430
"previous",430
"movement",430
"north",430
"nixon",429
"simple",429
"july",429
"appear",429
"discussion",428
"freedom",428
"individual",428
"jury",427
"accused",427
"happen",426
"lack",426
"services",425
"husband",425
"kill",425
"favor",425
"brown",424
"vice",423
"journalists",423
"religious",422
"fashion",422
"everybody",421
"favorite",421
"playing",421
"standards",421
"fox",421
"science",421
"newspapers",420
"generally",420
"worked",420
"argue",420
"includes",419
"bush's",419
"considered",418
"married",418
"baby",418
"milosevic",418
"thanks",417
"obvious",416
"analysis",416
"building",416
"sales",416
"boy",416
"entertainment",415
"natural",415
"avoid",415
"biggest",415
"model",414
"raised",414
"forced",414
"total",413
"feature",413
"b",413
"global",413
"judgment",412
"development",412
"organization",411
"surely",411
"staff",411
"section",411
"conference",410
"fronts",410
"gun",410
"films",409
"reporting",409
"focus",409
"democracy",409
"starr's",409
"remain",408
"mostly",408
"offers",407
"april",407
"release",406
"weekend",406
"western",406
"data",406
"christian",405
"lower",405
"kenneth",405
"telling",405
"blacks",405
"appears",404
"stay",404
"otherwise",404
"parties",403
"save",403
"quality",403
"learn",402
"traditional",402
"intellectual",401
"dollars",401
"table",401
"land",401
"britain",401
"charles",401
"helped",400
"unlike",400
"victory",400
"noted",399
"difficult",399
"failure",399
"growing",399
"accept",399
"drive",398
"johnson",398
"girl",398
"ok",397
"designed",397
"poll",397
"world's",397
"anyway",396
"1995",396
"search",395
"offered",395
"herself",395
"families",395
"testimony",395
"lee",395
"1994",394
"daughter",394
"henry",394
"you've",393
"investment",393
"japanese",393
"thousands",392
"ability",392
"box",391
"female",391
"insurance",390
"practice",390
"vs",390
"1997",390
"involved",390
"generation",390
"reviews",390
"who's",389
"successful",389
"begin",388
"meaning",388
"create",388
"13",388
"17",388
"proposed",387
"decade",387
"seven",387
"puts",387
"member",387
"created",387
"pass",386
"oh",386
"amount",386
"executive",386
"comment",385
"video",385
"statement",385
"board",384
"feeling",384
"40",384
"professor",384
"publication",383
"passed",383
"fbi",382
"t",382
"kept",382
"names",382
"elections",382
"status",381
"approach",381
"red",380
"produced",380
"becomes",379
"wish",378
"beginning",378
"break",378
"year's",378
"features",378
"japan",378
"near",377
"saturday",377
"needed",377
"explanation",375
"products",375
"decades",375
"jack",374
"week's",374
"spot",374
"advice",374
"events",373
"oct",372
"changed",372
"quot",372
"add",371
"expect",371
"exchange",370
"opening",370
"period",369
"ban",369
"girls",369
"suggested",369
"letters",369
"included",369
"sold",369
"jim",368
"quickly",368
"worst",368
"articles",368
"saddam",368
"unless",367
"opportunity",367
"eventually",366
"perfect",366
"plus",366
"rep",365
"treatment",365
"peter",365
"illegal",365
"field",365
"economics",365
"here's",364
"16",364
"truly",364
"funds",363
"reader",363
"millions",363
"blood",361
"fire",361
"buchanan",361
"mass",360
"interests",360
"views",360
"facts",359
"plays",359
"dark",359
"14",358
"firm",358
"essay",358
"advertising",357
"complete",357
"network",357
"asking",356
"effective",356
"values",356
"larger",355
"praise",355
"authority",355
"racial",355
"connection",355
"france",355
"counsel",355
"paris",355
"60",354
"claimed",354
"mayor",354
"club",353
"hot",353
"joe",353
"primary",352
"hardly",352
"lose",352
"1992",352
"doctors",352
"conflict",352
"alan",351
"et",350
"talks",350
"suit",350
"demand",350
"therefore",350
"journalism",350
"hair",350
"largely",349
"usual",349
"obviously",349
"date",349
"intelligence",349
"speaking",348
"necessary",348
"economist",348
"material",348
"threat",348
"country's",347
"battle",347
"radio",347
"pressure",347
"sounds",347
"student",347
"content",346
"speak",346
"measure",346
"victims",346
"alternative",346
"nobody",345
"forbes",345
"influence",345
"reality",345
"argued",345
"oil",344
"finds",344
"jr",343
"era",343
"alleged",342
"soviet",342
"met",341
"fellow",341
"protect",340
"myself",340
"looked",340
"entirely",340
"frank",340
"increasingly",340
"basic",340
"continues",339
"matters",339
"learned",339
"drop",339
"born",339
"criminal",339
"seriously",339
"la",339
"prevent",338
"appeal",338
"earth",338
"studies",338
"population",337
"completely",337
"faith",336
"domestic",336
"blame",335
"contributions",335
"cash",334
"tony",334
"eight",334
"choose",334
"selling",334
"association",333
"places",333
"literary",333
"greatest",332
"uses",332
"keeping",331
"finance",331
"tripp",331
"buying",331
"evil",331
"ethnic",331
"vietnam",330
"policies",329
"employees",329
"pop",329
"1993",328
"dec",328
"commercial",327
"criticism",327
"arms",327
"changes",327
"lewis",327
"competition",326
"st",326
"greater",326
"windows",326
"guess",325
"citizens",325
"size",325
"production",324
"required",324
"currently",324
"attacks",324
"india",324
"effects",323
"released",323
"directly",323
"contrast",322
"paying",322
"pat",322
"follow",322
"jordan",322
"compared",321
"hour",321
"blue",321
"watching",320
"step",320
"stocks",320
"figures",320
"believed",320
"nation's",320
"disease",320
"hong",320
"op-ed",319
"project",319
"believes",319
"appeared",318
"property",318
"magazines",318
"caused",318
"below",318
"shopping",317
"mike",317
"proposal",317
"principle",316
"safety",316
"stars",316
"germany",316
"crimes",316
"guys",315
"p.m",315
"somewhat",315
"finding",315
"showed",315
"die",315
"soldiers",315
"significant",314
"wait",314
"asks",314
"miss",314
"asian",314
"nov",314
"jan",314
"inflation",313
"hill",312
"lie",312
"blair",312
"tough",312
"soft",311
"tend",311
"c",311
"medicare",311
"hate",310
"feels",310
"happens",310
"possibility",310
"promise",310
"sentence",310
"signed",310
"commission",310
"tim",310
"patients",310
"caught",309
"smith",309
"strike",309
"votes",309
"dog",309
"leaves",308
"we've",308
"ends",308
"yesterday's",307
"martin",307
"putting",307
"21",307
"forward",306
"familiar",306
"abuse",306
"prison",306
"plot",306
"funny",305
"opposition",305
"bottom",305
"increasing",305
"andrew",305
"title",304
"church",304
"killing",304
"ready",304
"package",304
"players",304
"irish",304
"declared",303
"ahead",303
"accounts",303
"yourself",303
"consumer",302
"experts",302
"eye",302
"boys",302
"le",302
"24",302
"largest",301
"mail",301
"detail",301
"feb",300
"sources",300
"widely",300
"benefit",300
"impossible",300
"weather",300
"cast",300
"continued",299
"leadership",299
"consumers",299
"raising",299
"admit",299
"door",299
"opposed",298
"sun",298
"showing",298
"reaction",298
"larry",298
"agency",298
"throughout",296
"easily",296
"pieces",296
"leaving",296
"aid",296
"abc",296
"highly",295
"responsible",295
"direct",295
"parts",295
"hell",295
"historical",295
"challenge",294
"cities",294
"dangerous",294
"d.c",294
"immediately",294
"increased",294
"telegraph",294
"banks",293
"screen",293
"due",293
"flight",293
"economists",293
"trust",292
"suspect",292
"require",292
"build",292
"comments",292
"aug",292
"code",292
"surprise",291
"appearance",291
"interested",291
"concerns",291
"enquirer",291
"bomb",291
"presidency",290
"sees",290
"attorney",290
"serve",290
"stage",290
"physical",290
"produce",290
"aside",289
"responsibility",289
"committed",289
"paula",289
"becoming",288
"conventional",288
"eat",288
"concerned",288
"moved",288
"quote",288
"beat",288
"basis",288
"gift",288
"season",288
"analysts",287
"gambling",287
"jackson",287
"e",287
"biography",286
"prove",286
"cheap",286
"records",285
"critic",285
"phrase",284
"decide",284
"lady",284
"celebrity",284
"sept",284
"training",284
"ended",284
"profile",284
"newt",284
"solution",284
"christmas",283
"crash",283
"women's",283
"critical",283
"dr",283
"company's",283
"games",283
"purpose",282
"previously",282
"taste",282
"kong",282
"broke",281
"professional",281
"lots",281
"holocaust",281
"straight",280
"amendment",280
"dress",280
"hundreds",280
"settlement",279
"computers",278
"giuliani",278
"affirmative",278
"polls",278
"followed",278
"warner",278
"yeltsin",278
"park",277
"fighting",277
"san",277
"suddenly",277
"expensive",277
"refused",276
"shares",276
"ought",276
"lies",276
"ordinary",276
"separate",275
"pointed",275
"suicide",275
"governor",275
"brings",275
"fast",275
"safe",275
"seeing",275
"wars",274
"southern",274
"turning",274
"respect",274
"plane",273
"dinner",273
"flytrap",272
"22",272
"smart",272
"managed",272
"concluded",272
"notion",272
"beautiful",272
"reach",271
"possibly",271
"enjoy",271
"cool",271
"italian",271
"episode",270
"voted",270
"suppose",270
"annual",270
"ruling",270
"concern",270
"summary",270
"conversation",269
"government's",269
"moving",269
"served",269
"road",269
"type",268
"somehow",268
"hurt",268
"tests",268
"twice",267
"classic",267
"they've",267
"warning",267
"academic",267
"hopes",267
"folks",266
"requires",266
"explained",266
"memory",266
"print",266
"limits",266
"cancer",266
"similarly",265
"area",265
"spirit",265
"harvard",265
"agents",265
"vast",264
"wonderful",264
"offering",264
"returns",264
"decline",264
"scientists",264
"feet",264
"dialogue",263
"loss",263
"bradley's",263
"announcement",263
"images",263
"mary",263
"beauty",263
"subjects",263
"sorry",262
"store",262
"count",262
"promised",262
"clothes",262
"vision",262
"conspiracy",262
"marketing",262
"janet",262
"worry",261
"lived",261
"sides",261
"trading",261
"senior",261
"waiting",261
"missed",261
"palestinian",260
"theme",260
"specific",260
"essentially",260
"slightly",259
"conclusion",259
"treaty",259
"cable",259
"color",259
"debt",258
"200",258
"serbs",258
"complex",258
"hero",258
"travel",258
"begins",257
"mistake",257
"correct",257
"hearing",256
"gas",256
"equally",256
"adds",256
"mainstream",256
"fans",256
"realize",256
"arguments",256
"dropped",255
"ceo",255
"corporations",255
"attempts",255
"dick",255
"opposite",255
"bought",255
"seattle",255
"dream",255
"easier",254
"elected",254
"false",254
"provided",254
"daniel",254
"desire",254
"devoted",254
"artists",254
"colleagues",254
"stephen",254
"hussein",254
"unlikely",253
"susan",253
"23",253
"guilty",253
"evening",253
"speed",253
"currency",253
"denied",252
"goal",252
"conditions",252
"machine",252
"steven",252
"survey",251
"ultimately",251
"nine",251
"hitler",251
"politically",251
"indian",251
"quiz",251
"wild",250
"context",250
"brother",250
"damage",250
"camera",250
"artist",250
"join",250
"carry",249
"item",249
"equal",249
"liberals",249
"advantage",249
"iowa",249
"supporters",248
"england",248
"cars",248
"one's",248
"holding",248
"winning",248
"heads",247
"trend",247
"baseball",247
"limited",247
"balance",247
"reputation",247
"intended",247
"rose",247
"revolution",247
"netanyahu",247
"jesse",246
"advance",246
"useful",246
"chris",246
"touch",246
"birth",246
"harry",246
"iraqi",246
"bennett",246
"variety",245
"missile",245
"reduce",245
"users",245
"relatively",245
"negative",245
"opera",244
"dollar",244
"senators",244
"98",244
"design",244
"impact",243
"hotel",243
"rare",242
"management",242
"systems",242
"trip",242
"opponents",242
"northern",242
"fewer",242
"journalist",242
"prize",242
"giant",242
"institute",242
"senator",241
"green",241
"pick",241
"floor",241
"league",241
"davis",241
"voting",241
"reno",241
"mentioned",240
"excellent",240
"tradition",240
"gang",240
"columnist",240
"wealth",240
"customers",240
"gulf",240
"bigger",239
"receive",239
"bauer",239
"1980s",239
"carried",239
"precisely",238
"coalition",238
"joke",238
"charged",238
"literature",238
"photo",238
"invited",238
"older",238
"built",238
"virtually",237
"odd",237
"fell",237
"willey",237
"collection",237
"limit",236
"pentagon",236
"reply",236
"60s",236
"spread",236
"paragraph",235
"mission",235
"copy",235
"guns",235
"governments",235
"funding",234
"china's",234
"d",234
"boston",234
"fired",234
"island",234
"catholic",234
"describe",234
"mainly",233
"strange",233
"remarks",233
"plenty",233
"tale",233
"disney",233
"urban",233
"gov",232
"starting",232
"energy",232
"bills",232
"wisdom",232
"long-term",232
"powers",232
"rising",232
"supply",232
"agenda",231
"legislation",231
"standing",231
"elsewhere",231
"f",230
"covered",230
"assume",230
"fed",230
"overall",230
"discovered",229
"signs",229
"operation",229
"reached",229
"dan",229
"confirmation",229
"jesus",229
"arab",229
"track",228
"knowledge",228
"hospital",228
"disaster",228
"decisions",228
"acting",228
"cia",228
"shut",227
"spokesman",227
"fully",227
"linda",227
"fiction",227
"controversy",226
"struggle",226
"williams",226
"99",226
"africa",226
"brain",226
"contract",226
"comedy",226
"double",225
"driving",225
"holds",225
"profits",225
"returned",225
"actors",225
"link",225
"religion",224
"deeply",224
"wearing",224
"campaigns",224
"brilliant",224
"target",224
"scientific",223
"nbc",223
"stopped",223
"ken",223
"recognize",223
"lying",223
"credibility",223
"reference",223
"ms",222
"keeps",222
"fund-raising",222
"examples",222
"fat",222
"stands",222
"dance",222
"scenes",222
"tour",222
"randy's",222
"surplus",221
"minority",221
"columns",221
"provides",221
"slow",221
"florida",221
"forms",221
"task",221
"seek",221
"bell",221
"elizabeth",221
"card",221
"environment",220
"grounds",220
"sitting",220
"discuss",220
"positive",220
"operating",220
"tone",220
"aids",220
"brief",219
"heavy",219
"louis",219
"expressed",219
"businesses",219
"wine",219
"victim",219
"70s",219
"pakistan",219
"boss",218
"exist",218
"supported",218
"via",218
"revealed",218
"humor",218
"glass",218
"opened",218
"conduct",218
"warned",218
"understanding",218
"pundit",218
"independence",218
"losing",217
"authorities",217
"mentions",217
"noting",217
"smoking",217
"tapes",217
"emotional",217
"miller",217
"jacob",217
"documents",217
"noon",217
"delivery",217
"millennium",217
"approval",216
"failing",216
"wide",216
"host",216
"filled",216
"associated",216
"hampshire",216
"strikes",216
"harder",216
"courts",216
"alive",216
"thank",216
"roll",216
"fill",216
"people's",215
"tiny",215
"speaker",215
"publish",215
"addition",215
"reveals",215
"weight",215
"player",215
"presence",215
"options",215
"mine",215
"regular",215
"organizations",215
"surprising",215
"weak",215
"1991",214
"ronald",214
"broken",214
"28",214
"onto",214
"allows",214
"latter",214
"poverty",214
"volume",214
"perfectly",214
"27",214
"background",214
"affairs",214
"random",214
"quick",214
"shown",214
"deficit",214
"actor",214
"greenspan",213
"microsoft's",213
"seat",213
"albright",213
"presumably",213
"admitted",213
"normal",213
"wear",213
"publishing",213
"agent",212
"telephone",212
"forget",212
"cutting",212
"principles",212
"dramatic",212
"reviewers",212
"prefer",211
"kid",211
"diana",211
"sister",211
"areas",211
"fresh",211
"gary",211
"actions",211
"communications",211
"angry",211
"fail",211
"minute",211
"defeat",211
"sit",210
"apply",210
"witnesses",210
"camp",210
"29",210
"closer",210
"walk",210
"logic",210
"delay",209
"franklin",209
"protection",209
"witness",209
"links",209
"proved",209
"stone",209
"negotiations",209
"deaths",208
"consequences",208
"executives",208
"defend",208
"draw",208
"resources",208
"block",208
"arrived",208
"planning",208
"terrible",208
"findings",208
"teams",208
"antitrust",207
"aware",207
"pain",207
"surprisingly",207
"push",207
"allegations",207
"80s",207
"titled",207
"notice",207
"earnings",206
"considering",206
"firms",206
"divorce",206
"ruled",206
"identity",206
"kinds",206
"contrary",206
"winter",206
"sam",206
"radical",205
"differences",205
"officers",205
"typical",205
"massive",205
"ireland",205
"paintings",205
"library",205
"worried",204
"besides",204
"investigators",204
"revenue",204
"topic",204
"setting",204
"guardian",204
"drama",203
"changing",203
"broadcast",203
"ball",203
"constitutional",203
"everywhere",203
"officer",203
"extremely",203
"tries",203
"song",203
