"","x"
"quite",16053
"told",16047
"show",16005
"likely",15987
"report",15965
"future",15939
"management",15886
"became",15876
"position",15863
"provide",15857
"special",15825
"top",15823
"themselves",15751
"upon",15722
"century",15702
"perhaps",15674
"question",15636
"5",15633
"above",15603
"present",15585
"re",15551
"either",15531
"north",15525
"result",15488
"book",15463
"itself",15388
"process",15354
"open",15323
"half",15237
"six",15206
"head",15188
"central",15163
"effect",15161
"things",15152
"therefore",15143
"really",15072
"person",14966
"towards",14941
"third",14869
"yesterday",14857
"evidence",14840
"former",14813
"particularly",14809
"several",14738
"cost",14726
"pay",14681
"team",14674
"industry",14641
"known",14610
"experience",14596
"union",14527
"award",14514
"enough",14511
"states",14505
"committee",14463
"himself",14438
"car",14373
"foreign",14368
"language",14361
"member",14343
"line",14340
"tax",14283
"price",14278
"meeting",14263
"history",14177
"real",14157
"training",14132
"past",14108
"whose",14095
"play",14093
"done",14025
"land",14016
"class",13993
"1990",13982
"companies",13943
"private",13899
"role",13821
"thus",13819
"east",13798
"age",13784
"hand",13777
"date",13776
"rate",13720
"authority",13716
"study",13628
"groups",13626
"involved",13554
"department",13549
"range",13543
"difficult",13525
"bank",13516
"today",13495
"needs",13471
"changes",13440
"free",13438
"financial",13425
"certain",13423
"europe",13378
"section",13365
"march",13338
"common",13316
"individual",13311
"countries",13274
"president",13238
"using",13236
"black",13171
"programme",13124
"decision",13046
"cases",13044
"art",12971
"white",12938
"keep",12934
"based",12907
"french",12903
"practice",12862
"seems",12847
"provided",12825
"building",12815
"am",12790
"sense",12738
"secretary",12705
"american",12642
"taking",12633
"began",12603
"schools",12601
"child",12558
"april",12504
"club",12499
"v",12494
"return",12493
"workers",12491
"1989",12487
"ever",12451
"late",12388
"issue",12381
"value",12380
"death",12379
"asked",12371
"town",12352
"run",12310
"street",12272
"outside",12270
"necessary",12259
"20",12238
"close",12232
"short",12231
"personal",12210
"royal",12180
"especially",12163
"probably",12162
"uk",12152
"job",12144
"students",12111
"start",12097
"june",12070
"body",12065
"name",12046
"b",12037
"6",12025
"nothing",12012
"words",12007
"costs",11962
"recent",11958
"big",11939
"total",11885
"kind",11876
"increase",11831
"quality",11817
"matter",11711
"final",11708
"along",11664
"production",11649
"brought",11597
"single",11583
"c",11560
"offer",11553
"similar",11537
"account",11537
"university",11516
"capital",11497
"round",11473
"approach",11456
"nature",11446
"1991",11424
"lost",11406
"legal",11400
"security",11391
"deal",11335
"higher",11314
"feel",11304
"force",11291
"church",11256
"usually",11251
"earlier",11244
"hard",11150
"parties",11107
"turn",11092
"concerned",11085
"indeed",11078
"ago",11016
"food",11013
"face",11007
"gave",10993
"required",10991
"idea",10984
"sometimes",10953
"voice",10926
"near",10920
"conditions",10897
"planning",10895
"include",10890
"12",10887
"paid",10883
"rights",10865
"room",10847
"stage",10846
"front",10802
"project",10766
"agreement",10763
"ll",10744
"expected",10732
"move",10703
"authorities",10665
"prime",10665
"hon",10651
"game",10650
"amount",10647
"david",10643
"music",10634
"works",10619
"record",10594
"simply",10588
"basis",10577
"led",10569
"despite",10555
"across",10510
"property",10509
"hours",10497
"soviet",10496
"de",10462
"according",10457
"behind",10451
"parents",10441
"greater",10423
"30",10421
"income",10372
"mrs",10352
"soon",10348
"type",10347
"try",10319
"15",10301
"lot",10278
"st",10257
"thing",10254
"situation",10219
"doing",10192
"series",10169
"bill",10151
"july",10132
"makes",10132
"shall",10129
"human",10106
"believe",10087
"success",10074
"defence",10065
"military",10043
"points",10034
"reason",10033
"looking",10023
"due",10010
"strong",10003
"board",9971
"plan",9930
"light",9917
"various",9916
"manager",9891
"saw",9887
"forces",9882
"sir",9878
"lord",9868
"received",9862
"lead",9857
"certainly",9802
"friend",9796
"teachers",9791
"movement",9788
"agreed",9783
"hospital",9777
"cut",9734
"month",9726
"chapter",9712
"population",9685
"clearly",9656
"ways",9635
"won",9625
"relations",9623
"contract",9606
"described",9605
"industrial",9596
"director",9589
"7",9569
"ground",9568
"press",9560
"1988",9550
"felt",9530
"anything",9524
"mind",9522
"modern",9509
"air",9466
"scotland",9464
"issues",9446
"knowledge",9436
"appeal",9428
"growth",9367
"low",9366
"needed",9357
"wife",9353
"current",9335
"live",9329
"paper",9321
"included",9305
"longer",9283
"investment",9274
"share",9273
"performance",9258
"minutes",9257
"economy",9236
"living",9227
"leave",9182
"seem",9174
"hope",9173
"studies",9156
"established",9149
"throughout",9145
"added",9138
"scheme",9121
"written",9105
"true",9093
"employment",9089
"rates",9082
"visit",9075
"france",9042
"goods",9008
"news",9003
"demand",8940
"considered",8939
"structure",8932
"activities",8896
"king",8894
"election",8874
"below",8856
"season",8850
"increased",8824
"german",8820
"weeks",8814
"interests",8813
"natural",8807
"built",8803
"attention",8802
"design",8798
"died",8797
"association",8795
"8",8780
"whom",8771
"decided",8754
"wanted",8744
"relationship",8743
"style",8730
"followed",8721
"let",8700
"popular",8680
"results",8680
"material",8676
"woman",8675
"mother",8670
"books",8649
"term",8629
"october",8625
"call",8607
"claim",8607
"test",8590
"figure",8572
"25",8570
"rules",8564
"army",8562
"northern",8556
"produced",8555
"scottish",8547
"1992",8538
"win",8534
"professional",8531
"questions",8509
"serious",8499
"cup",8499
"recently",8475
"parliament",8464
"read",8463
"ten",8449
"field",8445
"love",8444
"reports",8439
"model",8433
"title",8423
"standard",8413
"charge",8412
"friends",8408
"11",8408
"continue",8353
"mean",8350
"leading",8330
"carried",8326
"published",8326
"chief",8325
"previous",8314
"rest",8304
"direct",8298
"instead",8296
"park",8282
"meet",8281
"cause",8278
"january",8276
"poor",8273
"bring",8268
"attempt",8266
"benefit",8263
"easy",8254
"played",8235
"actually",8232
"september",8227
"middle",8203
"official",8196
"writing",8193
"choice",8190
"chairman",8189
"prices",8182
"seemed",8176
"firm",8174
"reported",8173
"sure",8170
"opposition",8163
"forms",8162
"analysis",8149
"seven",8143
"majority",8106
"sent",8104
"continued",8081
"campaign",8079
"turned",8079
"generally",8069
"hotel",8066
"plans",8064
"appropriate",8061
"consider",8057
"developed",8050
"announced",8050
"word",8043
"successful",8039
"influence",8032
"met",8027
"peter",8026
"theory",8025
"story",8024
"getting",8021
"loss",8016
"key",8015
"complete",8004
"letter",7998
"commission",7990
"father",7990
"started",7989
"simple",7986
"green",7982
"event",7964
"original",7963
"worth",7915
"levels",7907
"dr",7903
"allowed",7901
"housing",7882
"forward",7875
"limited",7875
"resources",7870
"ensure",7868
"table",7863
"comes",7862
"traditional",7844
"independent",7826
"significant",7822
"village",7821
"risk",7801
"behaviour",7800
"1987",7792
"county",7790
"chance",7774
"eight",7768
"shown",7766
"competition",7740
"list",7726
"leader",7716
"advice",7714
"finally",7688
"details",7688
"november",7675
"potential",7674
"mark",7668
"december",7668
"that's",7667
"western",7642
"policies",7630
"conference",7624
"trying",7617
"figures",7614
"film",7605
"review",7601
"sales",7598
"lower",7591
"rise",7579
"basic",7573
"ask",7569
"college",7566
"circumstances",7541
"sale",7540
"germany",7532
"parts",7524
"environment",7520
"male",7515
"ideas",7511
"speaker",7509
"concern",7488
"shows",7485
"wales",7462
"pressure",7457
"son",7448
"giving",7425
"nor",7423
"18",7414
"ireland",7412
"events",7407
"16",7406
"anyone",7400
"ca",7390
"systems",7367
"opportunity",7362
"response",7358
"league",7355
"tell",7354
"oil",7347
"sort",7346
"match",7345
"14",7341
"cover",7336
"hall",7323
"specific",7322
"statement",7320
"designed",7317
"players",7309
"shares",7294
"wide",7289
"allow",7284
"looked",7270
"respect",7260
"extent",7255
"produce",7253
"sector",7252
"spent",7244
"reasons",7240
"heard",7237
"someone",7230
"provision",7230
"running",7227
"status",7224
"worked",7219
"data",7216
"takes",7214
"standards",7213
"civil",7211
"degree",7209
"9",7187
"rule",7187
"1986",7170
"george",7170
"offered",7166
"aid",7166
"coming",7155
"appear",7155
"importance",7153
"hold",7144
"there's",7141
"summer",7140
"contact",7139
"effective",7109
"jobs",7096
"playing",7092
"size",7027
"considerable",7022
"unit",7021
"reading",7011
"beginning",7008
"kept",6981
"13",6976
"average",6961
"miles",6955
"exchange",6952
"red",6951
"fine",6949
"fire",6940
"lack",6936
"television",6922
"bad",6918
"skills",6916
"primary",6903
"answer",6901
"he's",6899
"addition",6882
"responsibility",6868
"r",6858
"post",6843
"supply",6833
"access",6831
"activity",6829
"attack",6825
"hands",6820
"beyond",6820
"trust",6816
"division",6816
"product",6812
"fall",6802
"buy",6798
"50",6796
"suggested",6782
"senior",6774
"cash",6770
"officers",6766
"houses",6766
"failed",6761
"doubt",6760
"100",6749
"else",6743
"morning",6721
"james",6719
"wrong",6718
"everything",6711
"space",6707
"treatment",6696
"unless",6683
"february",6683
"paul",6681
"claimed",6645
"culture",6643
"finance",6633
"moment",6632
"existing",6628
"everyone",6610
"1985",6608
"sound",6607
"prepared",6606
"knew",6603
"effects",6603
"america",6595
"operation",6588
"moved",6558
"courses",6556
"numbers",6555
"purpose",6554
"teaching",6554
"balance",6552
"learning",6544
"understand",6542
"responsible",6540
"oxford",6526
"firms",6521
"claims",6520
"peace",6519
"sea",6513
"michael",6510
"richard",6499
"alone",6495
"23",6494
"budget",6485
"annual",6477
"bit",6468
"pupils",6468
"august",6455
"remember",6443
"station",6442
"talk",6441
"tried",6435
"fish",6432
"lives",6429
"context",6418
"i've",6417
"accept",6409
"page",6397
"leaders",6366
"executive",6365
"saying",6364
"matters",6360
"appeared",6359
"families",6343
"hit",6343
"products",6341
"note",6335
"remain",6332
"evening",6325
"regional",6323
"transport",6313
"technology",6313
"goes",6311
"picture",6308
"nearly",6304
"politics",6299
"essential",6298
"created",6296
"remained",6285
"proposed",6283
"gives",6277
"growing",6276
"variety",6270
"ability",6265
"organisation",6263
"race",6258
"career",6256
"science",6254
"ii",6239
"caused",6223
"gone",6223
"understanding",6222
"conservative",6209
"difference",6204
"extra",6202
"york",6197
"normal",6191
"stop",6188
"benefits",6182
"application",6167
"sold",6166
"separate",6166
"wish",6161
"remains",6159
"j",6156
"william",6153
"affairs",6151
"justice",6151
"reached",6144
"credit",6144
"accepted",6139
"highly",6138
"commercial",6137
"introduced",6135
"places",6126
"teacher",6124
"smith",6120
"ministers",6113
"instance",6106
"medical",6104
"wrote",6096
"alternative",6088
"pp",6075
"exercise",6057
"useful",6038
"railway",6038
"immediately",6028
"collection",6027
"legislation",6017
"officer",6012
"apply",6007
"provides",5988
"stock",5986
"decisions",5983
"changed",5980
"speech",5979
"garden",5964
"survey",5957
"equipment",5940
"carry",5926
"computer",5925
"relevant",5919
"17",5907
"task",5901
"heart",5897
"progress",5889
"student",5888
"site",5887
"individuals",5880
"base",5871
"crime",5854
"duty",5851
"banks",5851
"views",5847
"charles",5841
"damage",5824
"returned",5822
"raised",5810
"presented",5807
"create",5796
"discussion",5794
"debate",5793
"talks",5792
"condition",5791
"factors",5784
"vote",5768
"principle",5761
"24",5759
"fully",5751
"increasing",5740
"unemployment",5737
"radio",5733
"stand",5731
"shop",5726
"lines",5725
"proposals",5723
"develop",5714
"protection",5710
"institutions",5707
"complex",5704
"physical",5703
"apart",5694
"facilities",5688
"aware",5687
"etc",5685
"powers",5685
"energy",5681
"reference",5681
"achieved",5679
"accounts",5677
"directly",5675
"insurance",5675
"inside",5665
"domestic",5658
"appointed",5654
"tour",5649
"ended",5640
"character",5635
"whatever",5628
"largely",5623
"feet",5623
"passed",5622
"pattern",5622
"africa",5615
"write",5613
"types",5603
"meant",5601
"ec",5593
"showed",5587
"cabinet",5587
"follow",5573
"democratic",5570
"older",5566
"relatively",5565
"easily",5565
"eventually",5562
"receive",5544
"argument",5540
"opinion",5538
"source",5537
"40",5534
"notice",5534
"cultural",5531
"elections",5521
"region",5521
"latter",5517
"impact",5516
"married",5516
"quickly",5515
"media",5509
"district",5495
"sunday",5494
"daily",5491
"museum",5491
"couple",5489
"happy",5484
"grant",5468
"overall",5466
"meaning",5459
"methods",5450
"happened",5444
"courts",5442
"measures",5433
"otherwise",5426
"except",5425
"sex",5417
"leaving",5416
"placed",5411
"officials",5392
"forced",5392
"stay",5391
"break",5386
"failure",5384
"fell",5383
"reduced",5380
"intended",5380
"husband",5376
"interesting",5373
"expect",5367
"born",5360
"appears",5348
"safety",5341
"regular",5335
"fair",5333
"looks",5328
"practical",5323
"associated",5322
"opening",5319
"suggest",5313
"compared",5312
"daughter",5297
"feeling",5289
"method",5289
"killed",5287
"river",5287
"travel",5283
"differences",5280
"aspects",5265
"reform",5263
"ahead",5261
"providing",5248
"e",5248
"shot",5242
"thinking",5240
"avoid",5238
"funds",5236
"spending",5229
"additional",5226
"nine",5222
"please",5221
"tv",5217
"believed",5214
"door",5213
"administration",5210
"football",5197
"article",5187
"argued",5187
"increasingly",5174
"ball",5173
"robert",5165
"setting",5165
"holiday",5157
"challenge",5155
"add",5152
"judge",5152
"applied",5150
"difficulties",5147
"21",5137
"nuclear",5111
"related",5103
"rural",5102
"obvious",5091
"joint",5089
"girls",5082
"features",5073
"female",5068
"scale",5063
"relation",5060
"pounds",5058
"kingdom",5050
"regarded",5048
"dead",5044
"marriage",5043
"reduce",5042
"charges",5037
"opened",5034
"formal",5031
"ones",5018
"crisis",5017
"buildings",5011
"becomes",5009
"nevertheless",5002
"markets",4998
"proved",4992
"cars",4991
"victory",4984
"organization",4983
"transfer",4980
"assessment",4979
"expressed",4976
"22",4974
"1984",4961
"fund",4958
"examples",4954
"liberal",4953
"saturday",4945
"helped",4942
"prison",4937
"wall",4928
"confidence",4927
"advantage",4924
"employees",4922
"construction",4922
"records",4921
"hundred",4908
"reach",4904
"joined",4904
"includes",4897
"trial",4891
"programmes",4887
"piece",4885
"double",4883
"1983",4882
"gold",4881
"substantial",4877
"introduction",4871
"subjects",4869
"heavy",4869
"larger",4859
"19",4856
"achieve",4856
"interested",4854
"currently",4852
"positive",4852
"managers",4852
"mainly",4851
"plus",4844
"discipline",4840
"sexual",4839
"curriculum",4834
"becoming",4833
"normally",4832
"prevent",4828
"battle",4823
"expenditure",4822
"edinburgh",4818
"arrived",4817
"served",4813
"educational",4809
"issued",4800
"government's",4800
"environmental",4797
"items",4793
"fear",4792
"merely",4786
"suggests",4784
"obviously",4779
"sell",4771
"agree",4767
"elected",4762
"discussed",4761
"drawn",4757
"join",4755
"fit",4742
"japanese",4741
"plant",4741
"eyes",4737
"internal",4728
"aim",4720
"payment",4715
"favour",4714
"thomas",4713
"powerful",4712
"direction",4711
"famous",4711
"classes",4710
"girl",4701
"function",4699
"determined",4698
"units",4696
"step",4694
"train",4692
"require",4692
"games",4692
"letters",4687
"hair",4687
"brown",4686
"neither",4685
"moving",4683
"sources",4680
"effort",4676
"proportion",4676
"exhibition",4675
"draw",4674
"technical",4670
"ready",4669
"opportunities",4663
"conflict",4662
"bought",4661
"1981",4658
"latest",4648
"arts",4641
"boys",4636
"learn",4635
"excellent",4624
"offers",4621
"treaty",4621
"1979",4618
"grounds",4617
"goal",4616
"none",4614
"contrast",4614
"customers",4610
"walk",4609
"homes",4609
"target",4604
"band",4603
"signed",4597
"debt",4594
"concept",4592
"raise",4591
"profits",4587
"eastern",4585
"arrangements",4573
"paris",4571
"scene",4571
"boy",4569
"image",4558
"sign",4554
"equally",4553
"values",4548
"formed",4548
"christmas",4545
"ordinary",4545
"bar",4542
"completely",4541
"urban",4534
"hour",4531
"library",4531
"closed",4529
"materials",4526
"arms",4519
"immediate",4514
"possibility",4510
"irish",4510
"machine",4508
"build",4506
"hear",4506
"text",4502
"28",4499
"purposes",4493
"cross",4491
"refused",4488
"covered",4484
"freedom",4478
"player",4478
"liverpool",4476
"active",4475
"smaller",4473
"31",4467
"star",4460
"demands",4454
"ltd",4453
"route",4452
"speed",4448
"violence",4446
"myself",4444
"referred",4440
"names",4439
"russian",4439
"improve",4436
"1993",4436
"congress",4434
"historical",4432
"feature",4429
"requirements",4418
"telephone",4417
"begin",4416
"criminal",4404
"drive",4399
"deep",4399
"bridge",4397
"video",4396
"strike",4394
"bodies",4393
"fight",4391
"weight",4390
"trading",4384
"profit",4381
"treated",4376
"commitment",4374
"winter",4374
"1980",4373
"previously",4370
"rose",4369
"strategy",4366
"detailed",4361
"hill",4357
"completed",4352
"choose",4350
"holding",4339
"sentence",4332
"principles",4332
"rock",4330
"entirely",4328
"assembly",4327
"largest",4326
"follows",4326
"reasonable",4324
"1982",4321
"japan",4321
"extremely",4320
"huge",4319
"agency",4314
"institution",4313
"spend",4310
"regard",4310
"standing",4308
"recorded",4303
"decide",4302
"apparently",4302
"leeds",4300
"membership",4295
"adopted",4294
"theatre",4293
"save",4292
"crown",4285
"bed",4281
"floor",4275
"noted",4267
"patients",4265
"welfare",4265
"queen",4264
"miss",4259
"forest",4251
"focus",4248
"eye",4246
"actual",4246
"welcome",4244
"exactly",4237
"send",4234
"leadership",4233
"jan",4230
"wants",4229
"relationships",4224
"search",4224
"horse",4222
"religious",4212
"emphasis",4210
"equal",4209
"notes",4207
"troops",4207
"blue",4206
"centres",4205
"lay",4204
"existence",4201
"henry",4197
"efforts",4195
"sides",4194
"un",4193
"threat",4191
"pass",4187
"ian",4185
"dealing",4182
"strength",4176
"version",4173
"f",4171
"sought",4170
"lived",4169
"26",4164
"women's",4160
"fourth",4155
"stated",4150
"elements",4150
"guide",4150
"reality",4145
"farm",4145
"critical",4141
"people's",4139
"supported",4137
"hardly",4133
"britain's",4128
"cold",4126
"consideration",4122
"widely",4115
"beautiful",4112
"projects",4105
"accused",4101
"impossible",4100
"managed",4099
"developments",4098
"fresh",4097
"baby",4096
"suffered",4093
"address",4089
"elsewhere",4085
"grand",4084
"frequently",4082
"changing",4081
"weekend",4079
"entitled",4079
"measure",4079
"inflation",4074
"mass",4073
"enjoy",4071
"continuing",4070
"60",4070
"initial",4066
"sufficient",4065
"slightly",4065
"developing",4060
"admitted",4057
"capacity",4053
"usual",4049
"castle",4048
"replaced",4035
"contribution",4034
"manchester",4024
"yes",4022
"rich",4022
"planned",4018
"estate",4014
"affected",4012
"relief",4010
"billion",3991
"explain",3988
"committed",3983
"god",3982
"governments",3976
"difficulty",3976
"gas",3975
"attitude",3974
"establish",3973
"literature",3970
"maintain",3968
"straight",3968
"usa",3968
"selling",3965
"aircraft",3964
"armed",3962
"seek",3956
"parliamentary",3956
"traffic",3951
"27",3951
"whilst",3949
"island",3949
"identified",3948
"content",3944
"trouble",3942
"unions",3940
"length",3938
"youth",3937
"payments",3936
"distribution",3936
"tend",3929
"fighting",3929
"background",3927
"attempts",3927
"wood",3925
"unable",3924
"meetings",3917
"represented",3915
"ideal",3904
"box",3899
"patterns",3896
"plants",3894
"beat",3889
"contemporary",3886
"principal",3885
"attitudes",3884
"ref",3884
"calls",3882
"accident",3880
"goals",3874
"audience",3871
"branch",3871
"fixed",3869
"detail",3869
"marketing",3869
"proper",3867
"talking",3865
"fast",3862
"organisations",3858
"operations",3855
"palace",3854
"serve",3852
"academic",3852
"independence",3849
"communist",3848
"schemes",3846
"release",3845
"waiting",3830
"stone",3830
"recognition",3828
"employed",3828
"output",3828
"china",3825
"g",3823
"square",3822
"suitable",3820
"revealed",3819
"assets",3818
"proceedings",3818
"display",3817
"seats",3813
"partly",3812
"criticism",3812
"experienced",3810
"marked",3809
"tradition",3806
"moral",3804
"italy",3800
"unlikely",3798
"wider",3793
"defined",3792
"extended",3791
"presence",3788
"network",3776
"thousands",3776
"discuss",3772
"fairly",3772
"showing",3770
"italian",3765
"injury",3765
"driving",3765
"murder",3761
"chosen",3760
"yourself",3758
"decline",3752
"prove",3749
"readers",3749
"papers",3748
"clients",3743
"directors",3743
"democracy",3742
"starting",3741
"corporate",3740
"charged",3739
"track",3738
"keeping",3737
"encourage",3736
"factor",3733
"purchase",3730
"vital",3728
"wo",3726
"approved",3724
"brother",3723
"contracts",3723
"institute",3722
"happen",3718
"watch",3718
"aged",3717
"necessarily",3717
"shape",3716
"estimated",3715
"sport",3715
"dark",3711
"possibly",3707
"sun",3707
"absence",3699
"procedures",3698
"hearing",3695
"consumer",3692
"finished",3687
"selection",3685
"flat",3681
"prince",3680
"employers",3679
"check",3678
"oct",3678
"techniques",3677
"jones",3676
"provisions",3670
"client",3669
"accommodation",3669
"explained",3665
"investigation",3665
"knows",3665
"relative",3664
"spring",3664
"christian",3659
"revolution",3658
"broken",3657
"edward",3655
"element",3654
"lose",3653
"danger",3652
"leaves",3652
"t",3651
"correct",3647
"hot",3645
"29",3641
"greatest",3639
"ministry",3637
"touch",3637
"mentioned",3630
"discovered",3626
"liability",3626
"manner",3625
"whereas",3624
"foot",3624
"communication",3622
"alan",3622
"southern",3622
"representatives",3620
"effectively",3618
"seriously",3615
"meanwhile",3614
"iii",3612
"entry",3611
"facts",3608
"net",3608
"roman",3604
"industries",3604
"lady",3603
"gain",3598
"mental",3598
"republic",3583
"surface",3583
"elderly",3581
"sports",3581
"visitors",3580
"runs",3578
"speak",3576
"pictures",3573
"obtained",3570
"minimum",3566
"finding",3565
"spokesman",3565
"owner",3564
"winning",3563
"blood",3560
"gets",3559
"societies",3555
"doctor",3552
"putting",3544
"shops",3543
"occasion",3541
"african",3537
"apparent",3537
"assistance",3535
"orders",3534
"biggest",3532
"professor",3527
"artists",3525
"mary",3519
"advance",3517
"attractive",3516
"ran",3513
"year's",3512
"deputy",3510
"acting",3509
"remaining",3508
"colleagues",3504
"pension",3502
"edge",3501
"prior",3495
"recognised",3493
"cities",3491
"children's",3491
"la",3490
"granted",3490
"connection",3489
"spread",3487
"encouraged",3487
"protect",3484
"advertising",3484
"e.g",3483
"link",3481
"crucial",3480
"seeking",3479
"requires",3478
"closely",3478
"secure",3477
"actions",3475
"rooms",3475
"message",3474
"dog",3474
"removed",3473
"steps",3472
"constitution",3469
"twenty",3468
"creation",3466
"safe",3463
"copy",3460
"express",3457
"limit",3456
"1980s",3456
"carrying",3453
"glass",3453
"towns",3450
"nov",3450
"conduct",3450
"worse",3446
"conclusion",3444
"objectives",3443
"functions",3443
"declared",3439
"gentleman",3438
"expensive",3436
"procedure",3433
"newspaper",3433
"intention",3428
"solution",3427
"practices",3427
"farmers",3425
"spain",3419
"document",3418
"carefully",3413
"enterprise",3412
"highest",3408
"acts",3408
"caught",3407
"confirmed",3404
"heads",3394
"minor",3394
"gallery",3393
"appearance",3391
"truth",3391
"valley",3391
"minute",3389
"processes",3387
"twice",3386
"200",3384
"laid",3384
"tony",3383
"improved",3382
"clause",3382
"partner",3379
"animals",3377
"named",3375
"radical",3371
"adult",3370
"revenue",3369
"shared",3365
"released",3365
"enable",3364
"departments",3364
"captain",3364
"implications",3360
"perfect",3359
"sets",3359
"statutory",3358
"manufacturing",3357
"loan",3355
"australia",3353
"martin",3353
"distance",3351
"secondary",3350
"quarter",3349
"master",3344
"trees",3343
"coal",3343
"permanent",3342
"comment",3335
"models",3333
"candidates",3331
"bottom",3322
"brief",3320
"belief",3318
"properly",3317
"stood",3313
"offering",3312
"session",3311
"commons",3309
"examination",3308
"pointed",3307
"aims",3306
"launched",3306
"offices",3305
"india",3303
"uses",3301
"tomorrow",3298
"persons",3298
"dangerous",3296
"affect",3294
"external",3288
"wind",3288
"struggle",3287
"recession",3285
"i.e",3285
"settlement",3282
"regulations",3282
"easier",3281
"appointment",3279
"waste",3277
"laws",3272
"nations",3271
"communities",3266
"advanced",3265
"obtain",3264
"drawing",3263
"afternoon",3262
"learned",3261
"involvement",3255
"belfast",3254
"proposal",3253
"documents",3251
"opposed",3248
"glasgow",3247
"definition",3244
"drugs",3243
"broad",3239
"engineering",3239
"co-operation",3230
"drug",3228
"scientific",3228
"totally",3228
"weather",3228
"fashion",3227
"negotiations",3227
"painting",3225
"supporters",3223
"entered",3223
"chinese",3221
"objective",3221
"familiar",3219
